Breed,Age (Years),Weight (kg),Color,Gender,min_life_expectancy,max_life_expectancy,max_height_male,max_height_female,max_weight_male,max_weight_female,min_height_male,min_height_female,min_weight_male,min_weight_female,good_with_children,good_with_other_dogs,shedding,grooming,drooling,coat_length,good_with_strangers,playfulness,protectiveness,trainability,energy,barking
bloodhound,11,26,Tricolor,Male,10,12,27.0,27.0,110.0,100.0,25.0,25.0,90.0,80.0,3,3,3,2,5,1,3,3,2,4,3,5
pekingese,7,16,Brindle,Female,12,14,9.0,9.0,14.0,14.0,6.0,6.0,7.0,7.0,3,3,3,3,1,1,3,4,4,3,3,1
maltese,8,37,Brown,Female,12,15,9.0,9.0,8.8,8.8,7.0,7.0,6.6,6.6,3,3,1,4,1,1,3,3,4,3,3,3
maltese,9,33,Sable,Male,12,15,9.0,9.0,8.8,8.8,7.0,7.0,6.6,6.6,3,3,1,4,1,1,3,3,4,3,3,3
french bulldog,9,41,Spotted,Female,10,12,13.0,13.0,28.0,26.0,11.0,11.0,20.0,18.0,5,4,3,1,3,1,5,5,3,4,3,1
french bulldog,5,34,Tricolor,Female,10,12,13.0,13.0,28.0,26.0,11.0,11.0,20.0,18.0,5,4,3,1,3,1,5,5,3,4,3,1
west highland white terrier,3,48,Merle,Female,13,15,11.0,11.0,20.0,20.0,11.0,11.0,15.0,15.0,5,3,3,3,1,1,4,5,5,3,4,5
siberian husky,12,46,Cream,Male,12,14,23.5,23.5,60.0,50.0,21.0,21.0,45.0,35.0,5,5,4,2,1,1,5,5,1,3,5,5
bloodhound,10,28,Tan,Male,10,12,27.0,27.0,110.0,100.0,25.0,25.0,90.0,80.0,3,3,3,2,5,1,3,3,2,4,3,5
pomeranian,9,34,Brindle,Male,12,16,7.0,7.0,7.0,7.0,6.0,6.0,3.0,3.0,3,3,2,3,1,1,3,3,4,3,3,4
havanese,1,40,Blue,Male,14,16,11.5,11.5,13.0,13.0,8.5,8.5,7.0,7.0,5,5,2,3,1,1,5,5,3,4,3,4
alaskan malamute,12,47,Bicolor,Male,10,14,25.0,25.0,85.0,75.0,25.0,25.0,85.0,75.0,3,3,3,3,1,1,3,3,4,5,4,3
shiba inu,4,21,Brown,Female,13,16,16.5,16.5,23.0,17.0,14.5,14.5,23.0,17.0,3,3,3,2,1,1,3,3,5,2,3,3
pembroke welsh corgi,1,25,Black and Tan,Female,12,13,12.0,12.0,31.0,28.0,10.0,10.0,24.0,24.0,3,4,4,2,1,1,4,4,5,4,4,4
basenji,6,38,Merle,Female,13,14,17.0,17.0,24.0,22.0,17.0,17.0,24.0,22.0,3,3,2,1,1,1,3,3,3,2,4,1
boston terrier,8,8,Bicolor,Male,11,13,17.0,17.0,25.0,25.0,15.0,15.0,12.0,12.0,5,4,2,2,1,1,5,5,3,4,4,2
dachshund,8,36,Tan,Male,12,16,9.0,9.0,32.0,32.0,8.0,8.0,16.0,16.0,3,4,2,2,2,2,4,4,4,4,3,5
alaskan malamute,13,50,Bicolor,Male,10,14,25.0,25.0,85.0,75.0,25.0,25.0,85.0,75.0,3,3,3,3,1,1,3,3,4,5,4,3
vizsla,5,41,Black and White,Female,12,14,24.0,24.0,60.0,55.0,22.0,22.0,55.0,44.0,5,4,3,2,2,1,4,5,3,5,5,3
great dane,12,13,Black and White,Male,7,10,32.0,32.0,175.0,140.0,30.0,30.0,140.0,110.0,3,3,3,1,4,1,3,4,5,3,4,3
basenji,9,30,Tan,Female,13,14,17.0,17.0,24.0,22.0,17.0,17.0,24.0,22.0,3,3,2,1,1,1,3,3,3,2,4,1
golden retriever,3,30,Sable,Female,10,12,24.0,24.0,75.0,65.0,23.0,23.0,65.0,55.0,5,5,4,2,2,1,5,4,3,5,3,1
bichon frise,12,42,Black and Tan,Male,14,15,11.5,11.5,18.0,18.0,9.5,9.5,12.0,12.0,5,5,1,5,1,1,5,4,2,4,4,3
cocker spaniel,10,15,Bicolor,Female,10,14,15.5,15.5,30.0,25.0,14.5,14.5,25.0,20.0,5,5,3,4,2,1,4,3,3,4,4,3
bernese mountain dog,6,37,Black and White,Male,7,10,27.5,27.5,115.0,95.0,25.0,25.0,80.0,70.0,5,5,5,3,3,1,4,4,3,4,4,3
havanese,13,8,Sable,Male,14,16,11.5,11.5,13.0,13.0,8.5,8.5,7.0,7.0,5,5,2,3,1,1,5,5,3,4,3,4
chinese shar-pei,2,45,Brown,Male,8,12,20.0,20.0,60.0,60.0,18.0,18.0,45.0,45.0,3,3,3,1,3,1,3,3,4,3,3,3
irish setter,8,18,Black,Male,12,15,27.0,27.0,70.0,60.0,27.0,27.0,70.0,60.0,5,5,3,3,2,1,5,5,3,4,5,3
boston terrier,14,37,Bicolor,Female,11,13,17.0,17.0,25.0,25.0,15.0,15.0,12.0,12.0,5,4,2,2,1,1,5,5,3,4,4,2
pekingese,2,10,Spotted,Female,12,14,9.0,9.0,14.0,14.0,6.0,6.0,7.0,7.0,3,3,3,3,1,1,3,4,4,3,3,1
french bulldog,6,26,Tan,Female,10,12,13.0,13.0,28.0,26.0,11.0,11.0,20.0,18.0,5,4,3,1,3,1,5,5,3,4,3,1
bull terrier,8,18,Black and Tan,Female,12,13,22.0,22.0,70.0,70.0,21.0,21.0,50.0,50.0,3,1,3,2,1,1,4,4,3,3,4,3
boxer,14,32,Gray,Female,10,12,25.0,25.0,80.0,65.0,23.0,23.0,65.0,50.0,5,3,2,2,3,1,4,4,4,4,4,3
boxer,9,39,Sable,Female,10,12,25.0,25.0,80.0,65.0,23.0,23.0,65.0,50.0,5,3,2,2,3,1,4,4,4,4,4,3
belgian malinois,5,5,Black and Tan,Male,14,16,26.0,26.0,80.0,60.0,24.0,24.0,60.0,40.0,3,3,3,2,1,1,3,3,4,5,4,3
havanese,6,49,Brindle,Male,14,16,11.5,11.5,13.0,13.0,8.5,8.5,7.0,7.0,5,5,2,3,1,1,5,5,3,4,3,4
french bulldog,3,44,Black,Female,10,12,13.0,13.0,28.0,26.0,11.0,11.0,20.0,18.0,5,4,3,1,3,1,5,5,3,4,3,1
irish setter,1,53,Black,Female,12,15,27.0,27.0,70.0,60.0,27.0,27.0,70.0,60.0,5,5,3,3,2,1,5,5,3,4,5,3
border collie,14,52,Black and Tan,Male,12,15,22.0,22.0,55.0,55.0,19.0,19.0,30.0,30.0,3,3,3,3,1,1,4,5,3,5,5,4
whippet,9,56,Gray,Female,12,15,22.0,22.0,40.0,40.0,19.0,19.0,25.0,25.0,5,5,2,1,1,1,3,4,3,3,4,1
french bulldog,12,37,Brindle,Female,10,12,13.0,13.0,28.0,26.0,11.0,11.0,20.0,18.0,5,4,3,1,3,1,5,5,3,4,3,1
boxer,4,16,Gray,Female,10,12,25.0,25.0,80.0,65.0,23.0,23.0,65.0,50.0,5,3,2,2,3,1,4,4,4,4,4,3
dachshund,9,47,Brown,Male,12,16,9.0,9.0,32.0,32.0,8.0,8.0,16.0,16.0,3,4,2,2,2,2,4,4,4,4,3,5
bichon frise,11,11,Black and White,Male,14,15,11.5,11.5,18.0,18.0,9.5,9.5,12.0,12.0,5,5,1,5,1,1,5,4,2,4,4,3
samoyed,13,23,Black and White,Male,12,14,23.5,23.5,65.0,50.0,21.0,21.0,45.0,35.0,5,3,3,3,1,1,5,5,4,4,4,5
rottweiler,10,38,Red,Female,9,10,27.0,27.0,135.0,100.0,24.0,24.0,95.0,80.0,3,3,3,1,3,1,3,4,5,5,3,1
bull terrier,14,56,Black and Tan,Female,12,13,22.0,22.0,70.0,70.0,21.0,21.0,50.0,50.0,3,1,3,2,1,1,4,4,3,3,4,3
shetland sheepdog,1,57,Red,Male,12,14,16.0,16.0,25.0,25.0,13.0,13.0,15.0,15.0,5,5,3,3,1,1,2,5,5,5,4,5
akita,3,59,Black,Female,10,14,28.0,28.0,130.0,100.0,26.0,26.0,100.0,70.0,3,1,3,3,1,1,2,3,5,3,4,2
akita,11,15,Merle,Female,10,14,28.0,28.0,130.0,100.0,26.0,26.0,100.0,70.0,3,1,3,3,1,1,2,3,5,3,4,2
maltese,9,17,Tan,Female,12,15,9.0,9.0,8.8,8.8,7.0,7.0,6.6,6.6,3,3,1,4,1,1,3,3,4,3,3,3
basenji,1,36,Black,Male,13,14,17.0,17.0,24.0,22.0,17.0,17.0,24.0,22.0,3,3,2,1,1,1,3,3,3,2,4,1
labrador retriever,14,45,Brindle,Male,10,12,24.5,24.5,80.0,70.0,22.5,22.5,65.0,55.0,5,5,4,2,2,1,5,5,3,5,5,3
pembroke welsh corgi,3,39,Brown,Female,12,13,12.0,12.0,31.0,28.0,10.0,10.0,24.0,24.0,3,4,4,2,1,1,4,4,5,4,4,4
akita,11,47,Merle,Male,10,14,28.0,28.0,130.0,100.0,26.0,26.0,100.0,70.0,3,1,3,3,1,1,2,3,5,3,4,2
pug,9,5,Tan,Male,13,15,13.0,13.0,18.0,18.0,10.0,10.0,14.0,14.0,5,4,4,2,1,1,5,5,3,4,3,1
yorkshire terrier,5,9,Black,Female,11,15,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,5,3,1,5,1,1,5,4,5,4,4,4
doberman pinscher,4,49,Bicolor,Female,10,12,28.0,28.0,100.0,90.0,26.0,26.0,75.0,60.0,5,3,4,1,2,1,4,4,5,5,5,3
bichon frise,2,40,Merle,Male,14,15,11.5,11.5,18.0,18.0,9.5,9.5,12.0,12.0,5,5,1,5,1,1,5,4,2,4,4,3
basenji,9,27,White,Male,13,14,17.0,17.0,24.0,22.0,17.0,17.0,24.0,22.0,3,3,2,1,1,1,3,3,3,2,4,1
papillon,3,35,Spotted,Female,14,16,11.0,11.0,10.0,10.0,8.0,8.0,5.0,5.0,5,3,3,2,1,1,5,5,4,5,4,5
bernese mountain dog,9,27,Red,Female,7,10,27.5,27.5,115.0,95.0,25.0,25.0,80.0,70.0,5,5,5,3,3,1,4,4,3,4,4,3
french bulldog,8,28,Bicolor,Female,10,12,13.0,13.0,28.0,26.0,11.0,11.0,20.0,18.0,5,4,3,1,3,1,5,5,3,4,3,1
bull terrier,13,54,Gray,Male,12,13,22.0,22.0,70.0,70.0,21.0,21.0,50.0,50.0,3,1,3,2,1,1,4,4,3,3,4,3
whippet,4,59,Red,Female,12,15,22.0,22.0,40.0,40.0,19.0,19.0,25.0,25.0,5,5,2,1,1,1,3,4,3,3,4,1
cavalier king charles spaniel,7,16,Tan,Female,12,15,13.0,13.0,18.0,18.0,12.0,12.0,13.0,13.0,5,5,2,2,2,1,4,3,3,4,3,3
pekingese,4,7,Sable,Female,12,14,9.0,9.0,14.0,14.0,6.0,6.0,7.0,7.0,3,3,3,3,1,1,3,4,4,3,3,1
rottweiler,8,26,Brindle,Male,9,10,27.0,27.0,135.0,100.0,24.0,24.0,95.0,80.0,3,3,3,1,3,1,3,4,5,5,3,1
doberman pinscher,8,7,Sable,Female,10,12,28.0,28.0,100.0,90.0,26.0,26.0,75.0,60.0,5,3,4,1,2,1,4,4,5,5,5,3
pekingese,12,32,Merle,Male,12,14,9.0,9.0,14.0,14.0,6.0,6.0,7.0,7.0,3,3,3,3,1,1,3,4,4,3,3,1
boston terrier,9,17,Black and Tan,Male,11,13,17.0,17.0,25.0,25.0,15.0,15.0,12.0,12.0,5,4,2,2,1,1,5,5,3,4,4,2
golden retriever,5,58,Sable,Female,10,12,24.0,24.0,75.0,65.0,23.0,23.0,65.0,55.0,5,5,4,2,2,1,5,4,3,5,3,1
vizsla,11,40,Gray,Male,12,14,24.0,24.0,60.0,55.0,22.0,22.0,55.0,44.0,5,4,3,2,2,1,4,5,3,5,5,3
siberian husky,1,5,Black and White,Male,12,14,23.5,23.5,60.0,50.0,21.0,21.0,45.0,35.0,5,5,4,2,1,1,5,5,1,3,5,5
golden retriever,13,23,Black,Female,10,12,24.0,24.0,75.0,65.0,23.0,23.0,65.0,55.0,5,5,4,2,2,1,5,4,3,5,3,1
bichon frise,5,15,White,Female,14,15,11.5,11.5,18.0,18.0,9.5,9.5,12.0,12.0,5,5,1,5,1,1,5,4,2,4,4,3
shetland sheepdog,3,24,Tricolor,Female,12,14,16.0,16.0,25.0,25.0,13.0,13.0,15.0,15.0,5,5,3,3,1,1,2,5,5,5,4,5
bull terrier,8,49,Sable,Female,12,13,22.0,22.0,70.0,70.0,21.0,21.0,50.0,50.0,3,1,3,2,1,1,4,4,3,3,4,3
bull terrier,11,32,Red,Female,12,13,22.0,22.0,70.0,70.0,21.0,21.0,50.0,50.0,3,1,3,2,1,1,4,4,3,3,4,3
pembroke welsh corgi,4,14,White,Male,12,13,12.0,12.0,31.0,28.0,10.0,10.0,24.0,24.0,3,4,4,2,1,1,4,4,5,4,4,4
pomeranian,8,53,Brindle,Female,12,16,7.0,7.0,7.0,7.0,6.0,6.0,3.0,3.0,3,3,2,3,1,1,3,3,4,3,3,4
cavalier king charles spaniel,4,43,Merle,Male,12,15,13.0,13.0,18.0,18.0,12.0,12.0,13.0,13.0,5,5,2,2,2,1,4,3,3,4,3,3
doberman pinscher,2,17,Cream,Female,10,12,28.0,28.0,100.0,90.0,26.0,26.0,75.0,60.0,5,3,4,1,2,1,4,4,5,5,5,3
beagle,14,52,Tan,Female,10,15,16.0,15.0,20.0,30.0,14.0,13.0,15.0,20.0,5,5,3,2,1,1,3,4,2,3,4,4
rottweiler,5,43,White,Male,9,10,27.0,27.0,135.0,100.0,24.0,24.0,95.0,80.0,3,3,3,1,3,1,3,4,5,5,3,1
great dane,4,43,Black and White,Male,7,10,32.0,32.0,175.0,140.0,30.0,30.0,140.0,110.0,3,3,3,1,4,1,3,4,5,3,4,3
alaskan malamute,3,10,Cream,Female,10,14,25.0,25.0,85.0,75.0,25.0,25.0,85.0,75.0,3,3,3,3,1,1,3,3,4,5,4,3
cocker spaniel,12,27,Spotted,Male,10,14,15.5,15.5,30.0,25.0,14.5,14.5,25.0,20.0,5,5,3,4,2,1,4,3,3,4,4,3
rottweiler,2,17,Merle,Male,9,10,27.0,27.0,135.0,100.0,24.0,24.0,95.0,80.0,3,3,3,1,3,1,3,4,5,5,3,1
belgian malinois,12,7,Blue,Female,14,16,26.0,26.0,80.0,60.0,24.0,24.0,60.0,40.0,3,3,3,2,1,1,3,3,4,5,4,3
pekingese,11,5,Tricolor,Female,12,14,9.0,9.0,14.0,14.0,6.0,6.0,7.0,7.0,3,3,3,3,1,1,3,4,4,3,3,1
irish setter,12,54,Tricolor,Female,12,15,27.0,27.0,70.0,60.0,27.0,27.0,70.0,60.0,5,5,3,3,2,1,5,5,3,4,5,3
shetland sheepdog,4,29,Black and White,Male,12,14,16.0,16.0,25.0,25.0,13.0,13.0,15.0,15.0,5,5,3,3,1,1,2,5,5,5,4,5
boxer,5,47,Black and Tan,Male,10,12,25.0,25.0,80.0,65.0,23.0,23.0,65.0,50.0,5,3,2,2,3,1,4,4,4,4,4,3
bernese mountain dog,5,34,Black and White,Male,7,10,27.5,27.5,115.0,95.0,25.0,25.0,80.0,70.0,5,5,5,3,3,1,4,4,3,4,4,3
whippet,7,33,Spotted,Female,12,15,22.0,22.0,40.0,40.0,19.0,19.0,25.0,25.0,5,5,2,1,1,1,3,4,3,3,4,1
shiba inu,10,37,Gray,Female,13,16,16.5,16.5,23.0,17.0,14.5,14.5,23.0,17.0,3,3,3,2,1,1,3,3,5,2,3,3
bichon frise,10,9,Sable,Male,14,15,11.5,11.5,18.0,18.0,9.5,9.5,12.0,12.0,5,5,1,5,1,1,5,4,2,4,4,3
boxer,4,13,Gray,Female,10,12,25.0,25.0,80.0,65.0,23.0,23.0,65.0,50.0,5,3,2,2,3,1,4,4,4,4,4,3
great dane,8,23,Tan,Male,7,10,32.0,32.0,175.0,140.0,30.0,30.0,140.0,110.0,3,3,3,1,4,1,3,4,5,3,4,3
alaskan malamute,13,50,Brown,Female,10,14,25.0,25.0,85.0,75.0,25.0,25.0,85.0,75.0,3,3,3,3,1,1,3,3,4,5,4,3
doberman pinscher,5,33,Bicolor,Female,10,12,28.0,28.0,100.0,90.0,26.0,26.0,75.0,60.0,5,3,4,1,2,1,4,4,5,5,5,3
belgian malinois,12,12,Blue,Male,14,16,26.0,26.0,80.0,60.0,24.0,24.0,60.0,40.0,3,3,3,2,1,1,3,3,4,5,4,3
labrador retriever,14,13,White,Female,10,12,24.5,24.5,80.0,70.0,22.5,22.5,65.0,55.0,5,5,4,2,2,1,5,5,3,5,5,3
pomeranian,13,21,Cream,Female,12,16,7.0,7.0,7.0,7.0,6.0,6.0,3.0,3.0,3,3,2,3,1,1,3,3,4,3,3,4
pug,1,27,Tan,Male,13,15,13.0,13.0,18.0,18.0,10.0,10.0,14.0,14.0,5,4,4,2,1,1,5,5,3,4,3,1
west highland white terrier,11,47,Red,Male,13,15,11.0,11.0,20.0,20.0,11.0,11.0,15.0,15.0,5,3,3,3,1,1,4,5,5,3,4,5
cavalier king charles spaniel,1,25,Sable,Male,12,15,13.0,13.0,18.0,18.0,12.0,12.0,13.0,13.0,5,5,2,2,2,1,4,3,3,4,3,3
maltese,1,53,Tricolor,Female,12,15,9.0,9.0,8.8,8.8,7.0,7.0,6.6,6.6,3,3,1,4,1,1,3,3,4,3,3,3
papillon,1,26,Black and White,Female,14,16,11.0,11.0,10.0,10.0,8.0,8.0,5.0,5.0,5,3,3,2,1,1,5,5,4,5,4,5
french bulldog,5,28,Merle,Female,10,12,13.0,13.0,28.0,26.0,11.0,11.0,20.0,18.0,5,4,3,1,3,1,5,5,3,4,3,1
chinese shar-pei,12,38,Brown,Male,8,12,20.0,20.0,60.0,60.0,18.0,18.0,45.0,45.0,3,3,3,1,3,1,3,3,4,3,3,3
yorkshire terrier,14,7,Brown,Female,11,15,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,5,3,1,5,1,1,5,4,5,4,4,4
bichon frise,6,53,Black and Tan,Female,14,15,11.5,11.5,18.0,18.0,9.5,9.5,12.0,12.0,5,5,1,5,1,1,5,4,2,4,4,3
pekingese,6,31,Blue,Female,12,14,9.0,9.0,14.0,14.0,6.0,6.0,7.0,7.0,3,3,3,3,1,1,3,4,4,3,3,1
irish setter,10,16,Blue,Male,12,15,27.0,27.0,70.0,60.0,27.0,27.0,70.0,60.0,5,5,3,3,2,1,5,5,3,4,5,3
havanese,3,29,Spotted,Female,14,16,11.5,11.5,13.0,13.0,8.5,8.5,7.0,7.0,5,5,2,3,1,1,5,5,3,4,3,4
shiba inu,11,20,Black and White,Male,13,16,16.5,16.5,23.0,17.0,14.5,14.5,23.0,17.0,3,3,3,2,1,1,3,3,5,2,3,3
cocker spaniel,1,52,Tan,Male,10,14,15.5,15.5,30.0,25.0,14.5,14.5,25.0,20.0,5,5,3,4,2,1,4,3,3,4,4,3
yorkshire terrier,8,30,Brindle,Male,11,15,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,5,3,1,5,1,1,5,4,5,4,4,4
rottweiler,2,10,Tan,Female,9,10,27.0,27.0,135.0,100.0,24.0,24.0,95.0,80.0,3,3,3,1,3,1,3,4,5,5,3,1
havanese,12,27,Sable,Female,14,16,11.5,11.5,13.0,13.0,8.5,8.5,7.0,7.0,5,5,2,3,1,1,5,5,3,4,3,4
shih tzu,10,59,Tan,Female,10,18,10.5,10.5,16.0,16.0,9.0,9.0,9.0,9.0,5,5,1,4,1,1,3,3,3,4,3,3
doberman pinscher,10,56,White,Male,10,12,28.0,28.0,100.0,90.0,26.0,26.0,75.0,60.0,5,3,4,1,2,1,4,4,5,5,5,3
papillon,11,39,Spotted,Female,14,16,11.0,11.0,10.0,10.0,8.0,8.0,5.0,5.0,5,3,3,2,1,1,5,5,4,5,4,5
labrador retriever,13,34,Bicolor,Male,10,12,24.5,24.5,80.0,70.0,22.5,22.5,65.0,55.0,5,5,4,2,2,1,5,5,3,5,5,3
pembroke welsh corgi,1,17,Spotted,Female,12,13,12.0,12.0,31.0,28.0,10.0,10.0,24.0,24.0,3,4,4,2,1,1,4,4,5,4,4,4
great dane,8,49,Black and Tan,Male,7,10,32.0,32.0,175.0,140.0,30.0,30.0,140.0,110.0,3,3,3,1,4,1,3,4,5,3,4,3
bernese mountain dog,7,51,Blue,Female,7,10,27.5,27.5,115.0,95.0,25.0,25.0,80.0,70.0,5,5,5,3,3,1,4,4,3,4,4,3
shiba inu,14,38,Brindle,Male,13,16,16.5,16.5,23.0,17.0,14.5,14.5,23.0,17.0,3,3,3,2,1,1,3,3,5,2,3,3
west highland white terrier,8,16,Black and White,Female,13,15,11.0,11.0,20.0,20.0,11.0,11.0,15.0,15.0,5,3,3,3,1,1,4,5,5,3,4,5
chihuahua,11,51,Tan,Female,14,16,8.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,1,3,2,1,1,2,2,4,4,3,4,5
pomeranian,10,35,Brindle,Male,12,16,7.0,7.0,7.0,7.0,6.0,6.0,3.0,3.0,3,3,2,3,1,1,3,3,4,3,3,4
great dane,1,51,Tricolor,Male,7,10,32.0,32.0,175.0,140.0,30.0,30.0,140.0,110.0,3,3,3,1,4,1,3,4,5,3,4,3
boston terrier,12,16,Cream,Female,11,13,17.0,17.0,25.0,25.0,15.0,15.0,12.0,12.0,5,4,2,2,1,1,5,5,3,4,4,2
pomeranian,5,39,Tricolor,Male,12,16,7.0,7.0,7.0,7.0,6.0,6.0,3.0,3.0,3,3,2,3,1,1,3,3,4,3,3,4
cocker spaniel,9,26,Tan,Female,10,14,15.5,15.5,30.0,25.0,14.5,14.5,25.0,20.0,5,5,3,4,2,1,4,3,3,4,4,3
rottweiler,6,15,Merle,Female,9,10,27.0,27.0,135.0,100.0,24.0,24.0,95.0,80.0,3,3,3,1,3,1,3,4,5,5,3,1
yorkshire terrier,3,32,Black and White,Male,11,15,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,5,3,1,5,1,1,5,4,5,4,4,4
shih tzu,13,22,Merle,Female,10,18,10.5,10.5,16.0,16.0,9.0,9.0,9.0,9.0,5,5,1,4,1,1,3,3,3,4,3,3
labrador retriever,12,11,Spotted,Female,10,12,24.5,24.5,80.0,70.0,22.5,22.5,65.0,55.0,5,5,4,2,2,1,5,5,3,5,5,3
yorkshire terrier,12,16,Tricolor,Female,11,15,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,5,3,1,5,1,1,5,4,5,4,4,4
australian shepherd,6,53,Gray,Female,12,15,23.0,23.0,65.0,55.0,20.0,20.0,50.0,40.0,5,3,3,2,1,1,3,4,3,5,5,3
australian shepherd,5,34,Merle,Male,12,15,23.0,23.0,65.0,55.0,20.0,20.0,50.0,40.0,5,3,3,2,1,1,3,4,3,5,5,3
pembroke welsh corgi,13,51,Bicolor,Male,12,13,12.0,12.0,31.0,28.0,10.0,10.0,24.0,24.0,3,4,4,2,1,1,4,4,5,4,4,4
bull terrier,1,12,Tan,Female,12,13,22.0,22.0,70.0,70.0,21.0,21.0,50.0,50.0,3,1,3,2,1,1,4,4,3,3,4,3
great dane,3,21,Red,Female,7,10,32.0,32.0,175.0,140.0,30.0,30.0,140.0,110.0,3,3,3,1,4,1,3,4,5,3,4,3
samoyed,6,11,White,Female,12,14,23.5,23.5,65.0,50.0,21.0,21.0,45.0,35.0,5,3,3,3,1,1,5,5,4,4,4,5
border collie,5,45,Tan,Male,12,15,22.0,22.0,55.0,55.0,19.0,19.0,30.0,30.0,3,3,3,3,1,1,4,5,3,5,5,4
dachshund,13,20,Merle,Female,12,16,9.0,9.0,32.0,32.0,8.0,8.0,16.0,16.0,3,4,2,2,2,2,4,4,4,4,3,5
papillon,3,7,Black and Tan,Male,14,16,11.0,11.0,10.0,10.0,8.0,8.0,5.0,5.0,5,3,3,2,1,1,5,5,4,5,4,5
irish setter,8,15,Black and White,Male,12,15,27.0,27.0,70.0,60.0,27.0,27.0,70.0,60.0,5,5,3,3,2,1,5,5,3,4,5,3
rottweiler,4,46,Black,Female,9,10,27.0,27.0,135.0,100.0,24.0,24.0,95.0,80.0,3,3,3,1,3,1,3,4,5,5,3,1
bichon frise,6,47,Black and White,Female,14,15,11.5,11.5,18.0,18.0,9.5,9.5,12.0,12.0,5,5,1,5,1,1,5,4,2,4,4,3
chinese shar-pei,11,45,Red,Male,8,12,20.0,20.0,60.0,60.0,18.0,18.0,45.0,45.0,3,3,3,1,3,1,3,3,4,3,3,3
belgian malinois,5,15,Tricolor,Male,14,16,26.0,26.0,80.0,60.0,24.0,24.0,60.0,40.0,3,3,3,2,1,1,3,3,4,5,4,3
akita,1,22,Tricolor,Male,10,14,28.0,28.0,130.0,100.0,26.0,26.0,100.0,70.0,3,1,3,3,1,1,2,3,5,3,4,2
chinese shar-pei,11,40,Spotted,Male,8,12,20.0,20.0,60.0,60.0,18.0,18.0,45.0,45.0,3,3,3,1,3,1,3,3,4,3,3,3
cavalier king charles spaniel,11,41,Brown,Male,12,15,13.0,13.0,18.0,18.0,12.0,12.0,13.0,13.0,5,5,2,2,2,1,4,3,3,4,3,3
alaskan malamute,1,22,Merle,Female,10,14,25.0,25.0,85.0,75.0,25.0,25.0,85.0,75.0,3,3,3,3,1,1,3,3,4,5,4,3
samoyed,7,26,Brown,Female,12,14,23.5,23.5,65.0,50.0,21.0,21.0,45.0,35.0,5,3,3,3,1,1,5,5,4,4,4,5
havanese,14,32,Black,Male,14,16,11.5,11.5,13.0,13.0,8.5,8.5,7.0,7.0,5,5,2,3,1,1,5,5,3,4,3,4
beagle,13,52,Brindle,Female,10,15,16.0,15.0,20.0,30.0,14.0,13.0,15.0,20.0,5,5,3,2,1,1,3,4,2,3,4,4
west highland white terrier,2,59,Brown,Male,13,15,11.0,11.0,20.0,20.0,11.0,11.0,15.0,15.0,5,3,3,3,1,1,4,5,5,3,4,5
cavalier king charles spaniel,6,52,Blue,Female,12,15,13.0,13.0,18.0,18.0,12.0,12.0,13.0,13.0,5,5,2,2,2,1,4,3,3,4,3,3
pug,3,14,Gray,Female,13,15,13.0,13.0,18.0,18.0,10.0,10.0,14.0,14.0,5,4,4,2,1,1,5,5,3,4,3,1
border collie,4,16,Merle,Male,12,15,22.0,22.0,55.0,55.0,19.0,19.0,30.0,30.0,3,3,3,3,1,1,4,5,3,5,5,4
rottweiler,4,52,Merle,Male,9,10,27.0,27.0,135.0,100.0,24.0,24.0,95.0,80.0,3,3,3,1,3,1,3,4,5,5,3,1
west highland white terrier,14,33,Bicolor,Male,13,15,11.0,11.0,20.0,20.0,11.0,11.0,15.0,15.0,5,3,3,3,1,1,4,5,5,3,4,5
boxer,4,21,Tan,Male,10,12,25.0,25.0,80.0,65.0,23.0,23.0,65.0,50.0,5,3,2,2,3,1,4,4,4,4,4,3
shih tzu,6,7,Brindle,Male,10,18,10.5,10.5,16.0,16.0,9.0,9.0,9.0,9.0,5,5,1,4,1,1,3,3,3,4,3,3
beagle,14,13,Black and Tan,Male,10,15,16.0,15.0,20.0,30.0,14.0,13.0,15.0,20.0,5,5,3,2,1,1,3,4,2,3,4,4
bloodhound,12,38,Tan,Male,10,12,27.0,27.0,110.0,100.0,25.0,25.0,90.0,80.0,3,3,3,2,5,1,3,3,2,4,3,5
bull terrier,10,53,Spotted,Male,12,13,22.0,22.0,70.0,70.0,21.0,21.0,50.0,50.0,3,1,3,2,1,1,4,4,3,3,4,3
yorkshire terrier,6,19,Tan,Male,11,15,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,5,3,1,5,1,1,5,4,5,4,4,4
shih tzu,2,45,Black and Tan,Female,10,18,10.5,10.5,16.0,16.0,9.0,9.0,9.0,9.0,5,5,1,4,1,1,3,3,3,4,3,3
rottweiler,14,6,White,Female,9,10,27.0,27.0,135.0,100.0,24.0,24.0,95.0,80.0,3,3,3,1,3,1,3,4,5,5,3,1
pug,9,51,Merle,Female,13,15,13.0,13.0,18.0,18.0,10.0,10.0,14.0,14.0,5,4,4,2,1,1,5,5,3,4,3,1
